beta_ising,temperature_inverse_beta,beta_dir,dataset_label,edge_alignment,domain_wall_fraction,n_edges,source_dataset_path
0.27,3.703704,beta_0p27,dataset_004,0.8523304107,0.0738347946,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_004
0.27,3.703704,beta_0p27,dataset_005,0.8204887218,0.0897556391,2128,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_005
0.27,3.703704,beta_0p27,dataset_006,0.8422771815,0.0788614092,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_006
0.27,3.703704,beta_0p27,dataset_007,0.8779256540,0.0610371730,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_007
0.27,3.703704,beta_0p27,dataset_008,0.8634686347,0.0682656827,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_008
0.27,3.703704,beta_0p27,dataset_009,0.8124410933,0.0937794533,2122,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_009
0.27,3.703704,beta_0p27,dataset_010,0.9277879342,0.0361060329,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_010
0.27,3.703704,beta_0p27,dataset_011,0.9269406393,0.0365296804,2190,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_011
0.27,3.703704,beta_0p27,dataset_012,0.8482886216,0.0758556892,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_012
0.27,3.703704,beta_0p27,dataset_013,0.9047619048,0.0476190476,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_013
0.27,3.703704,beta_0p27,dataset_014,0.8842056508,0.0578971746,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_014
0.27,3.703704,beta_0p27,dataset_015,0.8594040968,0.0702979516,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_015
0.27,3.703704,beta_0p27,dataset_016,0.8892988930,0.0553505535,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_016
0.27,3.703704,beta_0p27,dataset_017,0.8806244261,0.0596877870,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_017
0.27,3.703704,beta_0p27,dataset_018,0.8548009368,0.0725995316,2135,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_018
0.27,3.703704,beta_0p27,dataset_019,0.7894244268,0.1052877866,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_019
0.27,3.703704,beta_0p27,dataset_020,0.8517495396,0.0741252302,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_020
0.27,3.703704,beta_0p27,dataset_021,0.8095676173,0.0952161914,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_021
0.27,3.703704,beta_0p27,dataset_022,0.8431192661,0.0784403670,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_022
0.27,3.703704,beta_0p27,dataset_023,0.8925925926,0.0537037037,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_023
0.27,3.703704,beta_0p27,dataset_024,0.8279370953,0.0860314524,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_024
0.27,3.703704,beta_0p27,dataset_025,0.8825149151,0.0587425425,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_025
0.27,3.703704,beta_0p27,dataset_026,0.8831710709,0.0584144645,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_026
0.27,3.703704,beta_0p27,dataset_027,0.9022140221,0.0488929889,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_027
0.27,3.703704,beta_0p27,dataset_028,0.7921113689,0.1039443155,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_028
0.27,3.703704,beta_0p27,dataset_029,0.8522935780,0.0738532110,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_029
0.27,3.703704,beta_0p27,dataset_030,0.8877128394,0.0561435803,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_030
0.27,3.703704,beta_0p27,dataset_031,0.8969448244,0.0515275878,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_031
0.27,3.703704,beta_0p27,dataset_032,0.8848653668,0.0575673166,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_032
0.27,3.703704,beta_0p27,dataset_033,0.8261278195,0.0869360902,2128,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_033
0.27,3.703704,beta_0p27,dataset_034,0.9151682803,0.0424158598,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_034
0.27,3.703704,beta_0p27,dataset_035,0.8814338235,0.0592830882,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_035
0.27,3.703704,beta_0p27,dataset_036,0.8379120879,0.0810439560,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_036
0.27,3.703704,beta_0p27,dataset_037,0.8778554779,0.0610722611,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_037
0.27,3.703704,beta_0p27,dataset_038,0.9025304592,0.0487347704,2134,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_038
0.27,3.703704,beta_0p27,dataset_039,0.8271488962,0.0864255519,2129,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_039
0.27,3.703704,beta_0p27,dataset_040,0.7905468026,0.1047265987,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_040
0.27,3.703704,beta_0p27,dataset_041,0.8544949027,0.0727525487,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_041
0.27,3.703704,beta_0p27,dataset_042,0.9239578562,0.0380210719,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_042
0.27,3.703704,beta_0p27,dataset_043,0.8907755851,0.0546122074,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_043
0.27,3.703704,beta_0p27,dataset_044,0.8596171376,0.0701914312,2194,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_044
0.27,3.703704,beta_0p27,dataset_045,0.8579387187,0.0710306407,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_045
0.27,3.703704,beta_0p27,dataset_046,0.8642659280,0.0678670360,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_046
0.27,3.703704,beta_0p27,dataset_047,0.8866359447,0.0566820276,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_047
0.27,3.703704,beta_0p27,dataset_048,0.8447955390,0.0776022305,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_048
0.27,3.703704,beta_0p27,dataset_049,0.8692870201,0.0653564899,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_049
0.27,3.703704,beta_0p27,dataset_050,0.8358070501,0.0820964750,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_050
0.27,3.703704,beta_0p27,dataset_051,0.8614880674,0.0692559663,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_051
0.27,3.703704,beta_0p27,dataset_052,0.8870893105,0.0564553447,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_052
0.27,3.703704,beta_0p27,dataset_053,0.8362627197,0.0818686401,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_053
0.27,3.703704,beta_0p27,dataset_054,0.8994881340,0.0502559330,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_054
0.27,3.703704,beta_0p27,dataset_055,0.8899253731,0.0550373134,2144,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_055
0.27,3.703704,beta_0p27,dataset_056,0.8747714808,0.0626142596,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_056
0.27,3.703704,beta_0p27,dataset_057,0.8884200656,0.0557899672,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_057
0.27,3.703704,beta_0p27,dataset_058,0.8730310263,0.0634844869,2095,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_058
0.27,3.703704,beta_0p27,dataset_059,0.9156079855,0.0421960073,2204,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_059
0.27,3.703704,beta_0p27,dataset_060,0.8911819887,0.0544090056,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_060
0.27,3.703704,beta_0p27,dataset_061,0.8402585411,0.0798707295,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_061
0.27,3.703704,beta_0p27,dataset_062,0.8666666667,0.0666666667,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_062
0.27,3.703704,beta_0p27,dataset_063,0.8660465116,0.0669767442,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_063
0.27,3.703704,beta_0p27,dataset_064,0.8338687471,0.0830656264,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_064
0.27,3.703704,beta_0p27,dataset_065,0.8095238095,0.0952380952,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_065
0.27,3.703704,beta_0p27,dataset_066,0.8973418882,0.0513290559,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_066
0.27,3.703704,beta_0p27,dataset_067,0.8705501618,0.0647249191,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_067
0.27,3.703704,beta_0p27,dataset_068,0.8466542751,0.0766728625,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_068
0.27,3.703704,beta_0p27,dataset_069,0.8443616030,0.0778191985,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_069
0.27,3.703704,beta_0p27,dataset_070,0.8926919519,0.0536540241,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_070
0.27,3.703704,beta_0p27,dataset_071,0.8349559573,0.0825220213,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_071
0.27,3.703704,beta_0p27,dataset_072,0.8647522001,0.0676239000,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_072
0.27,3.703704,beta_0p27,dataset_073,0.9052977028,0.0473511486,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_073
0.27,3.703704,beta_0p27,dataset_074,0.9079069767,0.0460465116,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_074
0.27,3.703704,beta_0p27,dataset_075,0.8550450024,0.0724774988,2111,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_075
0.27,3.703704,beta_0p27,dataset_076,0.8227501142,0.0886249429,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_076
0.27,3.703704,beta_0p27,dataset_077,0.8841379310,0.0579310345,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_077
0.27,3.703704,beta_0p27,dataset_078,0.9267063674,0.0366468163,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_078
0.27,3.703704,beta_0p27,dataset_079,0.8329508949,0.0835245525,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_079
0.27,3.703704,beta_0p27,dataset_080,0.8912943344,0.0543528328,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_080
0.27,3.703704,beta_0p27,dataset_081,0.8604864617,0.0697567692,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_081
0.27,3.703704,beta_0p27,dataset_082,0.8588785047,0.0705607477,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_082
0.27,3.703704,beta_0p27,dataset_083,0.9113392441,0.0443303780,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_083
0.27,3.703704,beta_0p27,dataset_084,0.8968507531,0.0515746235,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_084
0.27,3.703704,beta_0p27,dataset_085,0.8730009407,0.0634995296,2126,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_085
0.27,3.703704,beta_0p27,dataset_086,0.9036591014,0.0481704493,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_086
0.27,3.703704,beta_0p27,dataset_087,0.8470046083,0.0764976959,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_087
0.27,3.703704,beta_0p27,dataset_088,0.8954607978,0.0522696011,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_088
0.27,3.703704,beta_0p27,dataset_089,0.8992067196,0.0503966402,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_089
0.29,3.448276,beta_0p29,dataset_000,0.8609332113,0.0695333943,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_000
0.29,3.448276,beta_0p29,dataset_001,0.9010633380,0.0494683310,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_001
0.29,3.448276,beta_0p29,dataset_002,0.8687471317,0.0656264341,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_002
0.29,3.448276,beta_0p29,dataset_003,0.9000925069,0.0499537465,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_003
0.29,3.448276,beta_0p29,dataset_004,0.9036255163,0.0481872419,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_004
0.29,3.448276,beta_0p29,dataset_005,0.8770078017,0.0614960991,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_005
0.29,3.448276,beta_0p29,dataset_006,0.8674643350,0.0662678325,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_006
0.29,3.448276,beta_0p29,dataset_007,0.9134745381,0.0432627310,2219,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_007
0.29,3.448276,beta_0p29,dataset_008,0.8937558248,0.0531220876,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_008
0.29,3.448276,beta_0p29,dataset_009,0.8895027624,0.0552486188,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_009
0.29,3.448276,beta_0p29,dataset_010,0.8666049097,0.0666975452,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_010
0.29,3.448276,beta_0p29,dataset_011,0.8732068487,0.0633965757,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_011
0.29,3.448276,beta_0p29,dataset_012,0.8959212377,0.0520393812,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_012
0.29,3.448276,beta_0p29,dataset_013,0.9092185307,0.0453907347,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_013
0.29,3.448276,beta_0p29,dataset_014,0.8435185185,0.0782407407,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_014
0.29,3.448276,beta_0p29,dataset_015,0.8647031753,0.0676484123,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_015
0.29,3.448276,beta_0p29,dataset_016,0.8726173873,0.0636913064,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_016
0.29,3.448276,beta_0p29,dataset_017,0.8924137931,0.0537931034,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_017
0.29,3.448276,beta_0p29,dataset_018,0.8575393154,0.0712303423,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_018
0.29,3.448276,beta_0p29,dataset_019,0.8884758364,0.0557620818,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_019
0.29,3.448276,beta_0p29,dataset_020,0.9223034735,0.0388482633,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_020
0.29,3.448276,beta_0p29,dataset_021,0.8903225806,0.0548387097,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_021
0.29,3.448276,beta_0p29,dataset_022,0.8987108656,0.0506445672,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_022
0.29,3.448276,beta_0p29,dataset_023,0.9241793805,0.0379103098,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_023
0.29,3.448276,beta_0p29,dataset_024,0.9040451552,0.0479774224,2126,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_024
0.29,3.448276,beta_0p29,dataset_025,0.8586411309,0.0706794346,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_025
0.29,3.448276,beta_0p29,dataset_026,0.8448753463,0.0775623269,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_026
0.29,3.448276,beta_0p29,dataset_027,0.8540614961,0.0729692520,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_027
0.29,3.448276,beta_0p29,dataset_028,0.9118861863,0.0440569068,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_028
0.29,3.448276,beta_0p29,dataset_029,0.8254910918,0.0872544541,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_029
0.29,3.448276,beta_0p29,dataset_030,0.8783165599,0.0608417200,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_030
0.29,3.448276,beta_0p29,dataset_031,0.8779123952,0.0610438024,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_031
0.29,3.448276,beta_0p29,dataset_032,0.8946395564,0.0526802218,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_032
0.29,3.448276,beta_0p29,dataset_033,0.9204072189,0.0397963906,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_033
0.29,3.448276,beta_0p29,dataset_034,0.8542435424,0.0728782288,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_034
0.29,3.448276,beta_0p29,dataset_035,0.8884826325,0.0557586837,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_035
0.29,3.448276,beta_0p29,dataset_036,0.9296296296,0.0351851852,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_036
0.29,3.448276,beta_0p29,dataset_037,0.8962350781,0.0518824610,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_037
0.29,3.448276,beta_0p29,dataset_038,0.8720877113,0.0639561444,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_038
0.29,3.448276,beta_0p29,dataset_039,0.8943431510,0.0528284245,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_039
0.29,3.448276,beta_0p29,dataset_040,0.8883201489,0.0558399255,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_040
0.29,3.448276,beta_0p29,dataset_041,0.8767249310,0.0616375345,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_041
0.29,3.448276,beta_0p29,dataset_042,0.9070837167,0.0464581417,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_042
0.29,3.448276,beta_0p29,dataset_043,0.9187442290,0.0406278855,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_043
0.29,3.448276,beta_0p29,dataset_044,0.9255856684,0.0372071658,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_044
0.29,3.448276,beta_0p29,dataset_045,0.8744313012,0.0627843494,2198,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_045
0.29,3.448276,beta_0p29,dataset_046,0.9261337073,0.0369331463,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_046
0.29,3.448276,beta_0p29,dataset_047,0.8946877912,0.0526561044,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_047
0.29,3.448276,beta_0p29,dataset_048,0.8841519926,0.0579240037,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_048
0.29,3.448276,beta_0p29,dataset_049,0.8567467652,0.0716266174,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_049
0.29,3.448276,beta_0p29,dataset_050,0.8781818182,0.0609090909,2200,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_050
0.29,3.448276,beta_0p29,dataset_051,0.8575393154,0.0712303423,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_051
0.29,3.448276,beta_0p29,dataset_052,0.8624535316,0.0687732342,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_052
0.29,3.448276,beta_0p29,dataset_053,0.8489702517,0.0755148741,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_053
0.29,3.448276,beta_0p29,dataset_054,0.8921431892,0.0539284054,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_054
0.29,3.448276,beta_0p29,dataset_055,0.9179869525,0.0410065238,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_055
0.29,3.448276,beta_0p29,dataset_056,0.8887330528,0.0556334736,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_056
0.29,3.448276,beta_0p29,dataset_057,0.8839368617,0.0580315692,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_057
0.29,3.448276,beta_0p29,dataset_058,0.8734295021,0.0632852490,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_058
0.29,3.448276,beta_0p29,dataset_059,0.8747121142,0.0626439429,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_059
0.29,3.448276,beta_0p29,dataset_060,0.8886827458,0.0556586271,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_060
0.29,3.448276,beta_0p29,dataset_061,0.8945454545,0.0527272727,2200,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_061
0.29,3.448276,beta_0p29,dataset_062,0.8946877912,0.0526561044,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_062
0.29,3.448276,beta_0p29,dataset_063,0.8867403315,0.0566298343,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_063
0.29,3.448276,beta_0p29,dataset_064,0.8975069252,0.0512465374,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_064
0.29,3.448276,beta_0p29,dataset_065,0.8938134811,0.0530932595,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_065
0.29,3.448276,beta_0p29,dataset_066,0.8678292795,0.0660853603,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_066
0.29,3.448276,beta_0p29,dataset_067,0.9239793524,0.0380103238,2131,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_067
0.29,3.448276,beta_0p29,dataset_068,0.8781059541,0.0609470230,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_068
0.29,3.448276,beta_0p29,dataset_069,0.8592592593,0.0703703704,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_069
0.29,3.448276,beta_0p29,dataset_070,0.8691415313,0.0654292343,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_070
0.29,3.448276,beta_0p29,dataset_071,0.8937062937,0.0531468531,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_071
0.29,3.448276,beta_0p29,dataset_072,0.9013824885,0.0493087558,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_072
0.29,3.448276,beta_0p29,dataset_073,0.9000925069,0.0499537465,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_073
0.29,3.448276,beta_0p29,dataset_074,0.8850787766,0.0574606117,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_074
0.29,3.448276,beta_0p29,dataset_075,0.9058500914,0.0470749543,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_075
0.29,3.448276,beta_0p29,dataset_076,0.9201468564,0.0399265718,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_076
0.29,3.448276,beta_0p29,dataset_077,0.8874941887,0.0562529056,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_077
0.29,3.448276,beta_0p29,dataset_078,0.8655540102,0.0672229949,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_078
0.29,3.448276,beta_0p29,dataset_079,0.8292011019,0.0853994490,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p29/dataset_079
